Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,244.818193963098,-201.950825983124,-9.92038677043845,0,0,0,278790020163.747,5.05846400035279E+17,1.35910376936878E+16,8973888817336.59,2.05769607716676E+17,-6213263259013.84,7.11595136875113E+17,0,0,0,0,0,0,package://c919_ground/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://c919_ground/meshes/base_link.STL,,terminal-1;runway section A-1;main runway extention parklot direction-1;runwat end-1;runway extension longer-1;runway end-1;runway apron-1;runway apron-2;runway apron-3;runway apron-4;runway apron-5;runway apron-6;runway apron-7;runway apron terminal entrance-1;runway apron shot section-1;runway apron shot section-2;heliport-1;plane parking-1;BOEING 787 DREAMLINER red-1;parking side turf-1;parking side turf-2;turf full green-6;grass-1;green turf-1;green turf-2;the grass is greener-1;the grass is greener-2;the grass is greener-5;the grass is greener-6;the grass is greener-7;the grass is greener-8;the grass is greener-9;the grass is greener-10;the grass is greener-11;tarmac 100 full-1;900 400 turf-2;900 400 turf-3;900 400 turf-4;500 400 corner turf-1;parking side turf-5;parking side turf-7;green turf-4;green turf-5;Storage Tank 1500 m3-1;Storage Tank 1500 m3-2;Storage Tank 1500 m3-3;Storage Tank 1500 m3-4,axis1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
